 ,Id,Location,Area,Region,Number_of_Rooms,House_Type,House_Price,isSold,Sold_Date,Distance_from_City_inMiles,Seller,PostalCode,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_CarParkings,_of_Land_inMeters,Height_of_Building_inMeters,Year_Built,Lattitude,Longtitude
233,11822,259,18,2,4,other,740000,1,22-07-2017,18,54,121,4,2,2,1017,156,2000,-37.69106,144.75854
234,4340,76,16,1,1,duplex,340000,1,03-12-2016,2.3,10,63,1,1,1,0,,,-37.7916,144.9443
235,12247,112,20,1,2,other,1023000,1,03-09-2017,4,138,86,2,1,,154,76,1890,-37.77221,144.97537
236,7352,132,3,3,2,duplex,570000,1,19-11-2016,7.4,21,36,2,1,0,785,,1964,-37.8756,144.9934
237,7695,27,1,1,4,other,3450000,1,13-05-2017,3.2,2,26,4,2,1,515,203,1905,-37.7817,144.9742
238,11428,69,16,1,2,duplex,387000,1,15-07-2017,0,150,58,2,1,0,0,47,2011,-37.81301,144.96924
239,8870,68,11,2,3,other,1050000,0,01-07-2017,4.3,10,8,3,2,1,563,,,-37.769,144.89934
240,2515,43,4,1,3,other,1500000,1,27-11-2016,5.8,28,4,3,1,1,0,126,1910,-37.7714,145.0173
241,9490,156,19,1,3,other,365000,1,17-06-2017,20.6,105,103,3,1,1,320,,1980,-37.60608,144.92841
242,12097,125,9,3,2,duplex,540000,0,29-07-2017,10.1,184,27,2,1,1,80,67,1970,-37.89563,145.06992
243,5716,90,6,3,1,duplex,687000,1,30-07-2016,3.3,7,74,2,1,2,0,,,-37.8352,144.9922
244,12440,14,20,3,4,other,1950000,1,09-09-2017,9.7,45,13,4,3,1,747,,,-37.79609,145.08478
245,9068,23,14,4,3,other,1320000,1,03-06-2017,10.8,3,22,3,1,3,902,,,-37.78006,145.10169
246,1261,21,13,1,1,duplex,272500,0,04-06-2016,5.2,48,20,1,1,1,0,40,1970,-37.762,144.9647
247,6414,102,15,4,4,other,920250,1,04-03-2017,13.8,2,35,4,2,2,558,,,-37.7328,145.0916
248,11900,251,10,4,2,duplex,615000,1,29-07-2017,13.4,43,151,2,1,1,3316,85,1970,-37.8321,145.14444
249,976,17,10,4,3,other,1760000,1,10-12-2016,13.1,45,16,3,1,0,741,151,1910,-37.8258,145.1246
250,7390,135,5,2,3,townhouse,855000,0,27-11-2016,9.1,4,62,3,2,2,337,,,-37.8288,144.8681
251,11172,142,1,1,3,other,1540000,1,12-08-2017,3.5,6,26,3,2,1,288,,,-37.78311,144.96548
252,12634,5,20,2,3,other,1248500,1,16-09-2017,11,22,5,3,1,3,710,,,-37.87182,144.816
253,12453,149,20,1,4,other,753000,1,09-09-2017,14,12,92,4,1,2,696,,,-37.68563,144.92998
254,13086,108,20,1,4,other,1025000,1,19-08-2017,12.7,2,84,4,2,2,585,212,2014,-37.73022,145.08361
255,13478,184,20,1,3,other,625000,1,26-08-2017,16.3,56,124,3,1,2,542,133,1968,-37.66374,144.99871
256,11261,109,11,2,3,other,920000,0,12-08-2017,6.3,32,85,3,2,2,182,,,-37.81249,144.89531
257,308,8,2,2,3,other,1440000,1,11-02-2017,5.9,2,8,3,1,1,487,131,1900,-37.7725,144.9146
258,9465,24,8,3,3,townhouse,918000,1,17-06-2017,10.4,92,23,3,2,1,207,144,2012,-37.85682,145.10873
259,6805,112,13,1,2,duplex,400000,0,28-05-2016,4.5,3,86,2,1,1,0,,,-37.765,144.9731
260,11529,216,21,4,4,other,1214000,1,15-07-2017,14.7,43,146,4,1,2,734,,,-37.85209,145.24268
261,4258,74,5,2,3,other,993000,0,22-05-2016,8.4,36,62,3,2,2,348,158,1900,-37.8435,144.8788
262,4694,81,13,1,4,other,650000,0,30-07-2016,9.9,2,67,4,1,2,410,141,1940,-37.7346,144.9456
263,5629,90,6,3,2,duplex,1030000,0,12-06-2016,3.3,23,74,2,2,1,0,,,-37.8407,145.0043
264,9597,180,18,2,3,other,550000,0,17-06-2017,15.5,31,122,3,1,4,802,183.97,1978,-37.72343,144.81411
265,7796,37,14,4,4,other,1545000,1,29-04-2017,13.9,43,34,4,3,2,647,,,-37.7819,145.1184
266,2818,48,6,3,3,other,1710000,1,18-03-2017,9.2,41,43,3,1,3,557,,,-37.8556,145.0499
267,4929,84,4,1,4,other,1000000,0,12-11-2016,8.8,12,70,4,1,2,568,,,-37.7353,144.989
268,3131,54,7,3,3,other,1420000,1,07-05-2016,4.6,9,47,3,1,0,218,108,1890,-37.8214,145.0437
269,3980,69,16,1,2,duplex,450000,0,07-11-2016,2.8,151,58,2,1,1,0,55,2014,-37.8091,144.9609
270,5583,90,6,3,2,duplex,965000,1,03-12-2016,3.3,19,74,2,2,2,2143,,,-37.8393,144.9886
271,11937,154,24,2,3,other,518000,0,29-07-2017,14.8,59,100,3,2,2,308,,,-37.73868,144.7325
272,8278,84,4,1,3,other,801000,1,22-04-2017,8.8,2,70,3,1,2,620,,,-37.7305,144.9856
273,2643,46,2,1,3,other,1100000,0,18-06-2016,4.4,2,41,3,2,0,179,150,1900,-37.7857,144.9305
274,8224,81,13,1,3,other,1017500,1,22-04-2017,9.9,10,67,3,1,1,620,,,-37.7303,144.9445
275,13150,156,20,1,4,other,735000,1,23-09-2017,20.6,43,103,4,2,2,771,255,2006,-37.57383,144.92424
276,8231,82,3,3,2,other,801000,1,08-04-2017,3.8,4,68,2,2,1,0,90,2012,-37.84,144.939
277,3285,56,15,4,3,other,740000,1,07-11-2016,9.4,12,48,3,2,1,627,,1960,-37.747,145.0402
278,11606,149,19,1,3,other,450000,1,22-07-2017,14,81,92,3,1,1,0,100,1960,-37.6841,144.92818
279,12483,163,20,4,5,other,1510000,0,09-09-2017,14.3,43,109,5,2,3,677,,,-37.79348,145.15241
280,3318,56,15,4,3,other,710000,1,27-11-2016,9.4,134,48,3,2,4,1,,,-37.7411,145.0394
281,10340,177,12,3,3,other,1600000,1,27-05-2017,16,19,120,3,2,3,598,137,1960,-37.95357,145.02651
282,1087,19,12,3,2,duplex,1300000,0,11-02-2017,11.2,4,18,2,2,2,0,,,-37.9012,144.9878
283,4937,84,4,1,2,other,1065000,1,15-10-2016,8.8,29,70,2,1,3,507,114,1910,-37.7437,144.9995
284,7973,120,15,4,3,other,1271000,1,22-04-2017,10.6,45,35,3,2,2,330,171,2008,-37.7524,145.06
285,4030,71,10,4,3,other,2588000,0,07-11-2016,11.8,45,59,3,3,2,1149,225,1920,-37.812,145.1095
286,2849,48,7,3,3,other,1550000,1,27-11-2016,9.2,3,43,3,2,2,307,,,-37.8531,145.086
287,9462,150,27,1,3,other,680000,1,17-06-2017,12.1,43,93,3,1,1,539,,,-37.68274,145.05832
288,5732,91,16,3,2,duplex,430000,0,12-11-2016,1.2,86,75,2,2,0,2295,,2014,-37.8256,144.9622
289,6230,99,14,4,3,other,1053000,1,24-09-2016,13.8,43,78,3,1,1,726,,1960,-37.7656,145.1017
290,9598,60,2,2,4,other,1120000,1,17-06-2017,11.7,12,52,4,2,2,599,,,-37.73514,144.87144
291,930,16,9,3,4,other,1370000,0,25-02-2017,13.9,44,15,4,1,2,684,196,1970,-37.9147,145.0751
292,7171,126,9,3,2,other,758000,1,04-03-2017,11.8,21,14,2,1,1,250,,,-37.9063,145.0535
293,4578,80,16,1,1,duplex,395000,0,11-02-2017,2.6,46,66,1,1,1,2469,,,-37.7827,144.9575
294,992,17,10,4,4,other,1506000,1,17-09-2016,13.1,19,16,4,2,3,669,,,-37.818,145.1354
295,3645,62,7,3,3,townhouse,1330000,0,19-11-2016,5.6,3,53,3,2,2,205,184,1995,-37.7993,145.0267
296,5183,85,4,1,2,townhouse,490000,1,22-05-2016,11.2,19,71,3,1,1,126,91,2013,-37.7186,145.0166
297,5988,95,18,2,3,other,794000,1,25-02-2017,12.6,82,77,3,1,0,426,,,-37.793,144.8283
298,7536,16,9,3,3,other,1205000,1,29-04-2017,13.9,21,15,3,3,2,604,,1960,-37.9362,145.0663
299,1094,19,12,3,5,other,4700000,0,12-11-2016,11.2,42,18,5,3,2,1073,221,,-37.918,144.9911
300,6038,96,18,2,3,other,580000,0,18-03-2017,13.3,12,77,3,1,1,0,,,-37.7652,144.8376
301,6912,118,13,1,4,other,570500,1,15-10-2016,12.4,43,90,4,2,1,430,,,-37.7185,144.9754
302,11056,54,7,3,3,other,1910000,1,12-08-2017,5.3,3,47,3,2,2,242,165,1990,-37.82834,145.03937
303,2774,48,7,3,6,other,2250000,0,10-09-2016,9.2,44,43,5,3,2,650,,1940,-37.8534,145.0785
304,10021,85,4,1,3,other,877500,1,24-06-2017,12,2,71,3,1,1,598,,,-37.71394,145.00387
305,7356,133,1,1,2,other,1000000,1,04-06-2016,2.5,19,72,2,1,2,176,114,1920,-37.8281,144.9923
306,11821,98,7,3,2,duplex,830000,0,22-07-2017,10.2,41,59,2,1,1,180,,,-37.82794,145.09332
307,4519,78,13,1,2,duplex,522000,1,08-10-2016,11.5,52,44,2,1,1,161,91,2012,-37.7204,144.9131
308,424,10,8,3,4,other,1500000,1,15-10-2016,12.2,21,9,4,2,1,593,255,1930,-37.8655,145.096
309,10287,173,19,2,4,other,635000,1,27-05-2017,12.9,81,45,4,2,2,634,,1980,-37.68368,144.88976
310,12477,161,20,7,4,other,745000,1,09-09-2017,21.8,169,107,4,2,2,767,,,-37.67515,145.1655
311,5685,90,6,3,3,other,1125000,0,24-09-2016,3.3,20,74,2,1,0,146,89,1910,-37.8454,144.9888
312,4701,82,3,3,2,other,1240000,0,03-12-2016,3.8,155,68,2,1,0,0,,,-37.836,144.9419
313,1018,18,11,2,4,other,850000,0,08-10-2016,10.8,31,17,4,2,2,606,240,2002,-37.788,144.862
314,9386,105,5,2,3,other,950000,1,03-06-2017,6.8,36,83,3,1,0,169,,,-37.8561,144.90028
315,12345,67,20,3,3,other,1430000,1,03-09-2017,8.4,21,57,3,1,1,641,,,-37.87811,145.07778
316,1499,23,14,4,4,other,1475000,0,24-09-2016,11.8,12,22,4,2,2,617,,1998,-37.7569,145.0913
317,1180,20,12,3,4,other,2000000,0,07-05-2016,10.7,21,19,4,2,2,687,,,-37.9117,145.0093
318,10361,140,18,2,3,other,752500,1,27-05-2017,10.4,2,2,3,2,1,468,144,,-37.72203,144.85994
319,1236,20,12,3,3,other,1537000,0,25-02-2017,10.7,9,19,3,2,2,324,,1999,-37.9034,145.017
320,174,5,5,2,3,other,880000,0,22-08-2016,13.8,30,5,3,3,1,577,,,-37.8699,144.8235
321,5407,86,1,1,3,other,1555000,1,25-02-2017,2.6,102,72,3,2,1,189,164,1900,-37.82,144.9987
322,7014,119,7,3,2,duplex,655250,0,23-04-2016,7.5,9,91,2,1,1,1153,69,1970,-37.8227,145.0528
323,4413,77,4,1,1,duplex,435000,1,10-09-2016,5.5,2,64,1,1,2,0,55,1970,-37.7842,144.9991
324,6116,98,10,3,3,duplex,930000,1,04-02-2016,11.2,45,59,3,2,2,252,,1992,-37.8344,145.1114
325,3299,56,15,4,2,duplex,360000,0,16-04-2016,9.4,27,48,2,1,1,89,85,1970,-37.7444,145.047
326,397,9,7,3,2,other,1440000,0,27-06-2016,11,3,9,2,1,1,687,104,1940,-37.872,145.0692
327,13094,6,20,2,3,other,980000,1,23-09-2017,9.4,30,6,3,1,2,667,,,-37.82853,144.85091
328,10855,213,31,2,3,duplex,453350,1,08-07-2017,18.4,12,142,3,2,1,315,,,-37.84253,144.7227
329,6353,101,6,3,2,duplex,450000,0,06-08-2016,4.6,101,80,2,1,1,0,62,1970,-37.8474,145.0078
330,5750,92,5,2,3,other,1080000,1,10-09-2016,7.7,33,62,3,1,2,472,95,1950,-37.8302,144.8885
331,2749,48,6,3,4,other,3110000,1,04-03-2017,9.2,3,43,4,2,4,1318,,,-37.853,145.0491
332,3076,52,12,3,1,duplex,500000,0,24-09-2016,13.7,9,46,1,1,1,0,,,-37.9414,145.0016
333,8737,145,12,3,6,other,2000000,1,01-07-2017,17.3,43,96,6,3,4,836,,,-37.98942,145.03394
334,221,7,6,3,2,duplex,599000,1,03-09-2016,6.3,3,7,2,1,1,0,76,1964,-37.8543,145.0262
335,9476,252,28,5,3,other,500000,1,17-06-2017,34.9,43,167,3,2,2,509,125,1993,-38.09111,145.19084
336,2528,44,1,1,3,townhouse,1520000,1,12-11-2016,1.6,3,40,3,2,2,0,,,-37.7951,144.9776
337,3279,56,15,4,2,other,735000,0,03-12-2016,9.4,27,48,2,1,3,602,,,-37.7455,145.0452
338,643,14,7,3,4,other,2170000,0,16-04-2016,9.2,45,13,4,2,2,1040,,,-37.7992,145.0907
339,8051,65,11,2,2,other,640000,0,20-05-2017,9.2,31,56,2,1,2,206,,,-37.7887,144.8828
340,12763,63,20,3,3,other,1650000,0,16-09-2017,7.3,3,54,3,1,2,650,,,-37.79235,145.04789
341,2975,51,13,1,5,other,585000,1,04-06-2016,12.1,81,44,5,2,1,590,,,-37.711,144.9481
342,8808,45,1,1,2,other,1350000,0,01-07-2017,3.6,2,31,2,1,1,184,79,1900,-37.78493,144.98879
343,4477,77,4,1,2,duplex,770000,1,24-09-2016,5.5,2,64,2,1,1,129,115,1975,-37.7668,145.0063
344,5207,85,4,1,3,other,866000,1,24-09-2016,11.2,2,71,3,1,2,569,,,-37.7313,145.0224
345,5023,84,4,1,3,other,930000,0,28-08-2016,8.8,29,70,3,1,2,679,143,1950,-37.7392,145.0163
346,133,4,4,1,3,other,865000,0,22-05-2016,6.4,19,4,3,1,1,180,131,2010,-37.7802,145.0243
347,1274,21,13,1,3,duplex,627000,1,07-11-2016,5.2,2,20,3,2,2,0,,,-37.7634,144.9616
348,13008,60,20,2,4,other,1250000,1,19-08-2017,11.7,2,52,4,2,2,534,211,1970,-37.74514,144.87313
349,278,7,6,3,5,other,2810000,1,28-08-2016,6.3,9,7,5,2,2,617,,,-37.8611,145.0271
350,4202,74,5,2,2,other,800000,1,04-03-2017,8.4,36,62,2,1,1,244,73,1940,-37.846,144.8729
351,12939,34,20,1,3,other,1070000,1,19-08-2017,6.7,2,32,3,1,2,392,98,1920,-37.74671,144.95142
352,541,13,7,3,4,townhouse,1400000,0,12-11-2016,9.7,41,12,4,3,2,241,240,2009,-37.8042,145.1042
353,7297,128,18,2,3,duplex,560000,1,25-02-2017,13.9,80,77,3,2,7,420,150,1970,-37.7848,144.8231
354,2364,41,2,2,3,other,1240000,1,08-10-2016,8,2,38,3,2,2,307,,,-37.7543,144.9249
355,5909,94,2,2,4,other,1715000,1,18-06-2016,9.7,71,39,4,3,2,650,348,2001,-37.7363,144.9208
356,1494,23,14,4,2,other,980000,1,18-06-2016,11.8,45,22,3,1,1,551,,,-37.7739,145.0962
357,9394,4,4,1,3,other,1650000,0,17-06-2017,5.7,2,4,3,1,2,827,,,-37.77824,145.02541
358,11812,95,18,2,3,other,910000,0,22-07-2017,10.5,33,77,3,1,3,703,,1950,-37.79337,144.8418
359,13275,85,20,1,3,other,855000,0,23-09-2017,12,19,71,3,1,2,464,,,-37.72318,145.01556
360,3010,51,13,1,2,other,640000,0,27-11-2016,12.1,81,44,2,1,1,612,,,-37.7109,144.9389
361,13514,126,20,3,3,other,1510000,1,26-08-2017,11.4,21,14,3,2,3,540,,,-37.90216,145.05069
362,11082,58,15,4,3,other,950000,0,12-08-2017,7.8,2,50,3,1,2,360,,,-37.75715,145.04965
363,6456,103,15,1,3,other,922000,1,22-05-2016,14.9,12,81,3,1,2,798,153,1960,-37.7112,145.0869
364,2395,41,2,2,2,other,732500,1,15-10-2016,8,2,38,2,1,1,196,,,-37.7515,144.9084
365,10095,110,2,2,5,other,2905000,1,27-05-2017,7.5,14,38,5,3,2,557,364,2010,-37.76181,144.89327
366,12197,218,31,2,4,other,645000,0,29-07-2017,14.7,19,133,4,2,2,555,237,2002,-37.89359,144.66911
367,2470,41,2,2,4,other,1270000,0,28-08-2016,8,2,38,3,2,2,411,266,1996,-37.757,144.9251
368,9177,54,7,3,3,duplex,690000,1,03-06-2017,5.3,88,47,3,1,1,1396,95.88,1965,-37.81415,145.03082
369,4127,72,2,2,3,duplex,650000,0,24-09-2016,6.9,10,60,3,1,1,0,,,-37.7606,144.9236
370,1543,24,8,3,3,duplex,640000,0,18-06-2016,11.7,41,23,3,1,1,217,,,-37.8562,145.1075
371,12546,124,20,2,3,other,1100000,0,09-09-2017,6.4,33,56,3,2,0,275,122,1910,-37.81196,144.88209
372,9900,174,15,1,5,other,880000,0,24-06-2017,16.1,12,99,4,3,2,789,290,1980,-37.69817,145.12852
373,7838,118,13,1,2,other,725000,1,29-04-2017,12.4,29,90,2,1,2,606,,,-37.709,144.9646
374,13498,73,20,3,3,other,1072000,1,26-08-2017,14.3,3,61,3,1,3,585,138,1950,-37.93557,145.04919
375,5569,89,3,3,3,other,1720000,1,25-02-2017,2.1,24,73,3,1,0,130,,,-37.8398,144.9493
376,8572,9,7,3,2,other,1450000,1,08-04-2017,11,46,9,2,1,1,627,,,-37.8689,145.0882
377,4809,83,6,3,1,duplex,492000,1,04-03-2017,4.5,19,69,1,1,1,1768,45,1888,-37.851,144.988
378,1424,22,13,1,2,duplex,500000,1,16-07-2016,5.9,10,21,2,1,1,0,75,1970,-37.7595,144.9436
379,9185,119,7,3,3,other,1875000,1,03-06-2017,6.2,3,91,3,2,1,282,141,1890,-37.82911,145.04531
380,6168,98,10,3,4,other,1650000,1,22-05-2016,11.2,45,59,2,1,0,437,,1890,-37.8285,145.1079
381,3833,67,6,3,2,duplex,790000,1,04-03-2017,11.2,41,57,2,1,2,196,109,1970,-37.8796,145.0876
382,8936,199,24,2,2,other,340000,0,01-07-2017,23.8,81,135,2,1,0,609,,,-37.73289,144.66615
383,2200,38,15,4,2,duplex,525000,1,14-05-2016,10.3,27,35,2,1,1,79,70,1970,-37.7612,145.0663
384,4447,77,4,1,3,other,1676000,1,16-07-2016,5.5,3,64,3,1,2,401,,,-37.7801,144.9954
385,663,14,7,3,6,other,1900000,0,22-05-2016,9.2,19,13,6,1,6,691,5,,-37.8022,145.0775
386,4643,81,13,1,2,other,680000,0,14-05-2016,9.9,19,67,2,1,2,590,95,1940,-37.717,144.9509
387,12091,192,8,4,3,other,1635000,1,29-07-2017,14.2,18,131,3,1,2,720,,1960,-37.87735,145.13357
388,12784,189,20,4,3,other,961000,1,16-09-2017,17.2,41,128,3,2,1,625,,,-37.82997,145.20978
389,4734,82,3,3,1,duplex,577000,1,08-10-2016,3.8,25,68,1,1,1,0,,2004,-37.8424,144.9449
390,6542,105,5,2,2,other,811000,1,25-02-2017,8,22,83,2,1,2,183,,,-37.8555,144.8952
391,9510,116,16,1,3,other,1875000,0,17-06-2017,1.3,3,89,3,1,0,118,177,1890,-37.81351,144.98804
392,7822,41,2,2,3,other,960000,0,22-04-2017,8,12,38,3,2,1,411,159,1990,-37.7544,144.8986
393,3345,57,8,3,3,other,1210000,1,22-08-2016,13,43,49,3,1,2,730,122,1940,-37.9034,145.0796
394,393,9,7,3,3,other,1500000,0,22-08-2016,11,3,9,3,2,2,710,139,1945,-37.8653,145.0897
395,12838,243,20,1,3,other,380000,1,16-09-2017,20.6,47,103,3,1,1,372,92,2000,-37.62388,144.93701
396,11164,83,6,3,2,other,1250000,1,12-08-2017,4.6,1,69,2,1,0,192,100,1910,-37.85562,145.00571
397,2214,39,9,3,2,other,906000,1,03-12-2016,8.5,54,36,2,1,1,221,,,-37.8829,145.0129
398,6458,103,15,1,3,other,860500,1,24-09-2016,14.9,12,81,3,2,0,767,147,1960,-37.7084,145.0788
399,11457,256,25,5,3,other,752000,1,15-07-2017,22.7,56,170,3,2,2,667,,,-37.96814,145.17888
400,7450,6,5,2,3,other,916000,0,20-05-2017,11.1,40,6,3,1,2,606,109,1970,-37.8326,144.8594
401,6631,109,11,2,3,other,780000,1,03-12-2016,7,32,85,3,2,2,213,120,2004,-37.8175,144.8964
402,379,9,7,3,8,other,2950000,1,10-09-2016,11,19,9,9,7,4,1472,618,2009,-37.8729,145.0788
403,13189,232,20,4,4,other,1214000,1,23-09-2017,16.7,12,157,4,2,2,694,,,-37.8893,145.18747
404,1217,20,12,3,3,other,1710000,1,17-09-2016,10.7,19,19,4,3,2,435,228,1915,-37.91,145.0113
405,4507,77,4,1,3,other,1510000,0,30-07-2016,5.5,3,64,3,1,3,327,165,1900,-37.7741,144.9971
406,6109,98,7,3,4,other,2440000,1,03-09-2016,11.2,9,59,4,3,2,596,264,1930,-37.8154,145.0927
407,7477,10,8,3,2,duplex,822000,1,08-04-2017,12.2,9,9,2,1,1,78,59,1970,-37.8677,145.0981
408,9666,77,4,1,2,duplex,503000,0,17-06-2017,5.3,3,64,2,1,1,0,,1970,-37.76926,144.99157
409,2064,35,13,1,3,other,637000,1,18-06-2016,9.2,10,32,3,1,4,498,97,1950,-37.7323,144.9833
410,3374,58,15,4,2,duplex,504000,1,10-12-2016,7.9,12,50,2,1,1,0,,,-37.7712,145.0455
411,7674,25,7,3,2,other,855000,1,08-04-2017,7.8,46,24,2,1,2,239,,,-37.8442,145.0942
412,9104,34,13,1,3,townhouse,690000,0,03-06-2017,6.7,2,32,3,1,1,64,109,2011,-37.75535,144.96481
413,5165,85,4,1,3,other,703000,1,18-06-2016,11.2,2,71,3,2,1,597,120,1960,-37.7066,145.0203
414,37,1,1,1,2,other,1030000,1,30-07-2016,2.5,1,1,2,1,1,172,81,1930,-37.8086,144.9946
415,13452,235,20,2,4,other,567000,0,26-08-2017,18.4,19,142,4,2,3,632,180,1985,-37.86495,144.69719
416,2402,41,2,2,2,duplex,800000,1,16-04-2016,8,71,38,2,1,2,502,,,-37.7498,144.9048
417,7321,130,9,3,2,duplex,640000,1,26-07-2016,10.4,44,27,2,1,1,1784,110,1970,-37.8966,145.0453
418,2729,47,11,2,2,other,760000,0,27-06-2016,6.4,35,42,2,1,0,130,70,1920,-37.7988,144.9045
419,9484,155,17,3,3,townhouse,861000,1,17-06-2017,17.9,43,102,3,2,2,305,130,2000,-37.96836,145.06452
420,11728,65,11,2,3,other,681000,0,22-07-2017,6.4,1,56,3,1,2,523,93.82,1950,-37.78242,144.86955
421,11123,190,15,4,3,other,881100,0,12-08-2017,16.2,137,129,3,2,4,786,,1960,-37.72532,145.12488
422,10296,232,8,4,4,other,1331000,1,27-05-2017,16.7,28,157,4,2,2,762,,,-37.86584,145.16502
423,467,11,2,2,4,other,1100000,0,22-05-2016,10.5,10,10,4,3,2,873,395,1992,-37.7609,144.8639
424,9763,109,11,2,4,other,1035000,1,17-06-2017,6.3,33,85,4,2,3,463,,,-37.81869,144.8726
425,4382,76,16,1,2,duplex,598000,1,27-11-2016,2.3,49,63,2,1,1,0,85,2005,-37.8044,144.9566
426,8711,123,4,1,3,duplex,488000,1,13-05-2017,12.4,43,93,3,1,1,260,150,1961,-37.7157,145.0386
427,1915,34,13,1,4,other,1221000,1,03-12-2016,7.8,2,32,4,1,2,596,,,-37.7456,144.9696
428,3294,56,15,4,3,other,800000,1,12-11-2016,9.4,134,48,3,1,3,633,88,1950,-37.746,145.0422
429,3931,68,11,2,3,other,1072000,1,14-05-2016,8.7,1,8,3,2,2,1396,175,1955,-37.7833,144.888
430,6749,110,2,2,2,duplex,373000,1,27-11-2016,9.1,12,38,2,1,1,0,,,-37.7553,144.8996
431,3008,51,13,1,2,other,515000,1,27-11-2016,12.1,130,44,2,1,2,345,79,1990,-37.7128,144.9496
432,2702,47,11,2,2,duplex,571000,1,16-07-2016,6.4,19,42,2,2,1,0,78,2013,-37.8025,144.9073
433,6092,97,18,2,4,other,657000,1,25-02-2017,13.5,19,77,4,2,4,651,178,1975,-37.7914,144.7918
434,12519,51,20,1,3,other,750000,0,09-09-2017,11.2,12,44,3,1,3,665,104,1970,-37.70444,144.95274
435,10052,205,25,5,3,other,770000,1,24-06-2017,20.8,52,140,3,1,1,606,,,-37.93861,145.15351
436,7750,34,13,1,3,other,790000,0,08-04-2017,7.8,10,32,3,1,1,399,,,-37.7408,144.9474
437,7435,3,3,3,3,other,1700000,0,06-05-2017,3.3,4,3,3,1,1,178,116,1910,-37.8473,144.9495
438,2351,41,2,2,3,duplex,840000,1,04-03-2017,8,2,38,3,2,1,282,,,-37.7491,144.8917
439,12300,46,20,1,2,other,1090000,1,03-09-2017,3.4,49,41,2,1,2,263,,,-37.78128,144.92325
440,12591,85,20,1,3,other,870000,0,09-09-2017,12,59,71,3,1,2,741,,,-37.70846,145.03039
441,5602,90,16,3,3,townhouse,1460000,0,04-06-2016,3.3,19,74,2,2,1,181,148,1990,-37.8334,144.9867
442,1751,28,9,3,3,duplex,602500,1,16-07-2016,11.4,20,27,3,1,2,0,,,-37.8893,145.0589
443,5488,88,11,2,3,other,1075000,0,08-10-2016,6.6,33,42,3,2,1,306,140,1900,-37.8038,144.8896
444,8553,1,1,1,3,other,1165000,1,29-04-2017,2.5,3,1,3,2,0,92,114,1888,-37.797,144.9957
445,4769,82,3,3,3,other,1305000,1,22-05-2016,3.8,9,68,2,2,2,303,,,-37.8369,144.9183
446,8280,84,4,1,3,other,690000,1,29-04-2017,8.8,59,70,3,1,2,581,90,1960,-37.7536,145.0191
447,4384,76,16,1,3,townhouse,1065000,1,28-05-2016,2.3,49,63,3,2,1,64,,2008,-37.7994,144.9521
448,4711,82,3,3,2,duplex,575000,0,04-03-2017,3.8,19,68,2,2,1,0,,,-37.8415,144.9412
449,10132,15,9,3,4,other,1350000,0,27-05-2017,11.4,19,14,4,3,2,557,,1950,-37.91389,145.02804
450,7753,34,13,1,3,other,940500,1,13-05-2017,7.8,2,32,3,1,3,480,,,-37.7348,144.9509
451,4730,82,16,3,4,other,1820000,1,07-11-2016,3.8,9,68,4,2,1,212,158,1900,-37.8331,144.9412
452,10133,16,9,3,3,other,890000,1,27-05-2017,13.8,19,15,3,2,1,260,,,-37.92188,145.07266
453,1683,27,1,1,3,other,2210000,1,14-05-2016,3.2,2,26,2,2,1,190,,,-37.7847,144.9741
454,11319,253,17,5,4,other,962000,1,15-07-2017,17.5,69,168,4,2,4,724,,,-37.93197,145.12219
455,2663,47,11,2,2,duplex,605000,0,04-03-2017,6.4,33,42,2,1,3,2794,87,2000,-37.8044,144.9064
456,5243,85,4,1,2,duplex,431000,1,28-05-2016,11.2,12,71,2,1,1,139,,1975,-37.7175,145
457,2152,37,14,4,4,duplex,753000,1,13-08-2016,13.9,12,34,3,1,1,241,105,1970,-37.7743,145.1093
458,4388,77,4,1,3,other,1200000,1,03-09-2016,5.5,2,64,3,1,1,215,125,1920,-37.7759,144.9909
459,7430,142,1,1,4,other,1908000,1,28-05-2016,3.7,2,26,4,2,1,256,156,1890,-37.7833,144.9681
460,489,12,3,3,4,other,1819000,1,03-09-2016,6.6,44,11,3,2,1,244,180,1900,-37.8668,144.9928
461,11977,38,15,4,4,other,3300000,1,29-07-2017,8.9,27,35,4,2,3,1783,,,-37.76457,145.06555
462,519,13,7,3,3,other,1140000,1,04-06-2016,9.7,2,12,3,2,2,175,,1976,-37.8162,145.0771
463,10536,212,27,1,3,other,705000,1,27-05-2017,15.3,12,144,3,1,2,545,,1975,-37.68035,145.00925
464,9676,79,8,5,3,other,1218500,1,17-06-2017,15.5,19,65,3,1,2,673,101,1950,-37.91693,145.08739
465,2891,49,13,1,3,other,670000,0,10-12-2016,13,10,44,3,1,4,734,140,1960,-37.7007,144.9378
466,8522,109,11,2,3,other,935000,1,06-05-2017,7,33,85,3,1,0,212,,,-37.8143,144.8883
467,10923,19,12,3,4,other,4050000,0,12-08-2017,10.5,21,18,4,4,4,508,465,2011,-37.90904,144.99868
468,6680,109,11,2,2,other,760000,1,16-07-2016,7,33,85,3,1,1,472,,,-37.824,144.8805
469,10342,178,24,2,4,other,737500,1,27-05-2017,18,10,121,4,2,2,704,230,2004,-37.68175,144.74087
